Student Name,Course ID,Student ID,Enrollment Number,Year,Course Name,Duration (Years),Branch,Specialization,Total Fees (Per Annum),Yearly Fees,Exam Fees,Extra Fees,Hostel Accommodation,Occupancy,City,State,Country,Email,Phone,Payment Mode,12th Percentage,10th Percentage,Hostel Room Type,Annual Income,Date of Birth
Nitya Magar,BTechCSE849,STU849,ENR849,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,rdate@example.org,9.1988E+11,UPI,72,87,AC,124098,26/01/2001
Stuvan Saraf,BTechCSE850,STU850,ENR850,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,kallamadhup@example.net,9.17219E+11,Cheque,74,79,AC,110946,11/05/2005
Samarth Thakkar,BTechCSE851,STU851,ENR851,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,dtalwar@example.net,9.19115E+11,DD,78,81,AC,727858,14/04/2005
Aarna Chowdhury,BTechCSE852,STU852,ENR852,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,majumdaralisha@example.org,9.1782E+11,UPI,76,73,Non-AC,292795,16/08/2001
Raghav Rastogi,BTechCSE853,STU853,ENR853,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,pganguly@example.net,9.18437E+11,UPI,66,69,Non-AC,521791,11/11/2003
Yuvaan Sankaran,BTechCSE854,STU854,ENR854,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,agarwalazad@example.net,9.18162E+11,RTGS,90,81,AC,107672,28/11/2005
Stuvan Sodhi,BTechCSE855,STU855,ENR855,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,taimurmani@example.net,9.17607E+11,DD,81,64,Non-AC,682483,22/06/2002
Keya Kapur,BTechCSE856,STU856,ENR856,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,zbalakrishnan@example.com,9.17211E+11,RTGS,83,86,AC,524793,30/07/2002
Emir Barad,BTechCSE857,STU857,ENR857,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,arhaanravi@example.net,9.19744E+11,UPI,72,92,AC,248082,29/01/2006
Lavanya Ravi,BTechCSE858,STU858,ENR858,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,zara37@example.net,9.17612E+11,RTGS,77,62,AC,689648,01/08/2004
Ishita Krish,BTechCSE859,STU859,ENR859,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,taimur09@example.com,9.17519E+11,UPI,81,76,AC,307312,23/04/2005
Nehmat Bera,BTechCSE860,STU860,ENR860,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,hrishitavala@example.com,9.18837E+11,RTGS,60,77,AC,164638,15/12/2005
Mehul Gaba,BTechCSE861,STU861,ENR861,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,udani@example.com,9.1764E+11,Cheque,83,80,AC,454675,02/06/2002
Jhanvi Rajagopalan,BTechCSE862,STU862,ENR862,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,rborah@example.net,9.1863E+11,Cheque,61,74,AC,671976,16/12/2005
Badal Shankar,BTechCSE863,STU863,ENR863,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,blad@example.org,9.18646E+11,Cash,60,80,Non-AC,253480,23/04/2003
Mehul Sood,BTechCSE864,STU864,ENR864,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,wjoshi@example.org,9.17088E+11,UPI,86,65,AC,196971,17/11/2003
Anahi Thaman,BTechCSE865,STU865,ENR865,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,borasaanvi@example.net,9.19367E+11,UPI,89,85,AC,209588,12/02/2004
Madhup Cherian,BTechCSE866,STU866,ENR866,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,hansabram@example.org,9.19964E+11,Cash,82,86,Non-AC,389137,23/04/2004
Hrishita Taneja,BTechCSE867,STU867,ENR867,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,shalvchaudhari@example.net,9.18618E+11,Cheque,72,76,Non-AC,413446,30/11/2005
Prerak Solanki,BTechCSE868,STU868,ENR868,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,seshadriishaan@example.org,9.17114E+11,RTGS,72,66,Non-AC,192699,04/10/2000
Kismat Rana,BTechCSE869,STU869,ENR869,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,gokul85@example.org,9.1936E+11,Cheque,83,70,Non-AC,229327,03/06/2004
Aaryahi Chaudry,BTechCSE870,STU870,ENR870,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,echar@example.org,9.18762E+11,Cheque,77,91,AC,112431,07/12/2004
Vivaan Saha,BTechCSE871,STU871,ENR871,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,kdevan@example.com,9.19782E+11,RTGS,67,85,AC,766186,19/04/2004
Samar Dewan,BTechCSE872,STU872,ENR872,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,eshanijaggi@example.net,9.19691E+11,UPI,90,91,Non-AC,269842,29/07/2000
Aniruddh Lal,BTechCSE873,STU873,ENR873,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,dbrahmbhatt@example.org,9.19203E+11,UPI,89,68,Non-AC,252079,28/10/2000
Kismat Shanker,BTechCSE874,STU874,ENR874,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,samairahans@example.com,9.17009E+11,DD,62,89,AC,695122,17/09/2002
Ivan Balan,BTechCSE875,STU875,ENR875,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,baiju52@example.net,9.18576E+11,Cash,68,79,AC,159513,21/07/2003
Raunak Srivastava,BTechCSE876,STU876,ENR876,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,myradevi@example.com,9.18893E+11,RTGS,68,80,AC,546423,26/02/2002
Yashvi Tiwari,BTechCSE877,STU877,ENR877,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,alisha42@example.com,9.1788E+11,UPI,80,86,AC,711424,14/06/2004
Sara Kale,BTechCSE878,STU878,ENR878,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,tchander@example.net,9.17004E+11,Cash,79,83,Non-AC,185269,15/06/2006
Ryan Dash,BTechCSE879,STU879,ENR879,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,uthkarshyohannan@example.net,9.17069E+11,Cash,79,90,AC,201895,04/10/2003
Vritika Kala,BTechCSE880,STU880,ENR880,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,bsodhi@example.net,9.18636E+11,Cash,63,78,AC,638050,27/12/2001
Vanya Kumar,BTechCSE881,STU881,ENR881,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,hayreritvik@example.net,9.18734E+11,Cash,62,70,AC,658449,14/10/2002
Riaan Varkey,BTechCSE882,STU882,ENR882,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,riyatandon@example.net,9.1724E+11,RTGS,62,72,Non-AC,277295,16/02/2003
Jayant Balan,BTechCSE883,STU883,ENR883,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,nityabaral@example.com,9.19754E+11,Cash,85,67,Non-AC,726164,05/01/2001
Mahika Tiwari,BTechCSE884,STU884,ENR884,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,hridaantaneja@example.com,9.18764E+11,UPI,79,89,AC,240173,22/09/2000
Kartik Chahal,BTechCSE885,STU885,ENR885,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,vaibhavkant@example.net,9.18109E+11,RTGS,61,87,Non-AC,756417,09/09/2000
Mohanlal Mandal,BTechCSE886,STU886,ENR886,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,sharmasiya@example.net,9.17663E+11,Cash,75,67,AC,535709,20/11/2005
Mehul Kapoor,BTechCSE887,STU887,ENR887,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,advikaupadhyay@example.net,9.19784E+11,RTGS,90,64,Non-AC,521786,20/02/2001
Nirvaan Bawa,BTechCSE888,STU888,ENR888,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,tkrishnamurthy@example.org,9.18465E+11,Cheque,67,72,AC,717741,25/06/2003
Pari Chaudhari,BTechCSE889,STU889,ENR889,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,aliamanda@example.com,9.19838E+11,Cheque,61,82,AC,494697,09/11/2000
Jhanvi Kohli,BTechCSE890,STU890,ENR890,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,ivankannan@example.org,9.19049E+11,UPI,84,78,Non-AC,794873,09/03/2001
Himmat Ray,BTechCSE891,STU891,ENR891,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,btoor@example.net,9.18998E+11,Cheque,79,91,Non-AC,756838,20/08/2003
Kabir Bath,BTechCSE892,STU892,ENR892,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,kdasgupta@example.com,9.17679E+11,DD,67,74,Non-AC,333052,31/01/2004
Nitya Randhawa,BTechCSE893,STU893,ENR893,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,kaira21@example.org,9.19077E+11,UPI,72,88,AC,628916,07/03/2005
Tarini Korpal,BTechCSE894,STU894,ENR894,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,xbrar@example.org,9.19191E+11,DD,75,70,AC,591358,11/06/2001
Hridaan Boase,BTechCSE895,STU895,ENR895,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,farhansarin@example.com,9.1832E+11,DD,89,76,AC,452491,31/08/2003
Kashvi Balay,BTechCSE896,STU896,ENR896,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,heer23@example.com,9.18724E+11,RTGS,73,71,AC,772362,03/01/2002
Hridaan Dube,BTechCSE897,STU897,ENR897,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,keya88@example.org,9.18693E+11,Cash,78,78,AC,204844,21/05/2004
Advik Verma,BTechCSE898,STU898,ENR898,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,nsaha@example.com,9.1937E+11,UPI,70,89,Non-AC,487477,20/04/2005
Kaira Sheth,BTechCSE899,STU899,ENR899,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,kkhalsa@example.org,9.18419E+11,RTGS,68,62,AC,758583,05/02/2004
Pranay Chaudhry,BTechCSE900,STU900,ENR900,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,sheresamarth@example.net,9.196E+11,UPI,83,66,AC,200816,08/03/2001
Dhruv Korpal,BTechCSE901,STU901,ENR901,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,neelofar03@example.com,9.17431E+11,DD,88,70,Non-AC,752227,11/11/2005
Jayesh Sur,BTechCSE902,STU902,ENR902,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,ssundaram@example.org,9.18196E+11,DD,70,74,AC,659631,26/09/2001
Himmat Devan,BTechCSE903,STU903,ENR903,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,dsachar@example.org,9.17828E+11,UPI,84,63,Non-AC,268225,25/11/2003
Keya Savant,BTechCSE904,STU904,ENR904,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,deotejas@example.com,9.18271E+11,Cheque,61,79,AC,305337,04/02/2001
Samiha Bava,BTechCSE905,STU905,ENR905,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,gangulyojas@example.net,9.17524E+11,UPI,84,62,AC,248187,03/11/2000
Nirvi Sarna,BTechCSE906,STU906,ENR906,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,chiragchoudhury@example.com,9.19778E+11,UPI,82,83,Non-AC,506510,19/06/2003
Adira Arora,BTechCSE907,STU907,ENR907,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,satheshaan@example.net,9.18405E+11,Cash,77,86,AC,279138,05/07/2000
Pranay Viswanathan,BTechCSE908,STU908,ENR908,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,qkale@example.com,9.17438E+11,RTGS,74,69,Non-AC,315442,04/08/2004
Rati Anne,BTechCSE909,STU909,ENR909,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,nishithkanda@example.net,9.19373E+11,DD,64,76,Non-AC,398821,02/12/2000
Zoya Baria,BTechCSE910,STU910,ENR910,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,abram98@example.net,9.17026E+11,UPI,63,63,Non-AC,704034,23/08/2002
Zara Srinivas,BTechCSE911,STU911,ENR911,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,xdeshpande@example.com,9.19902E+11,DD,76,80,AC,350580,23/12/2005
Samar Borra,BTechCSE912,STU912,ENR912,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,cmaharaj@example.com,9.19799E+11,DD,81,74,AC,300263,29/11/2005
Jivika Kara,BTechCSE913,STU913,ENR913,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,kadeaaina@example.org,9.18267E+11,RTGS,70,85,Non-AC,797821,26/01/2006
Ranbir Raju,BTechCSE914,STU914,ENR914,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,agarwalpihu@example.org,9.19618E+11,Cash,72,76,Non-AC,686310,03/11/2003
Sara Raman,BTechCSE915,STU915,ENR915,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,biju72@example.net,9.19018E+11,Cash,75,83,AC,217606,15/07/2003
Devansh Sarin,BTechCSE916,STU916,ENR916,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,sumerdevi@example.net,9.19592E+11,UPI,90,88,AC,763942,21/09/2000
Hiran Upadhyay,BTechCSE917,STU917,ENR917,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,behlhridaan@example.net,9.19079E+11,RTGS,71,87,Non-AC,594431,29/01/2001
Ayesha Devi,BTechCSE918,STU918,ENR918,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Triple Occupancy,Lucknow,Uttar Pradesh,India,dhaliwaldhanuk@example.org,9.17681E+11,UPI,75,78,Non-AC,418116,16/10/2000
Vanya Char,BTechCSE919,STU919,ENR919,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,shlokchakraborty@example.com,9.19938E+11,Cheque,62,72,AC,327564,25/07/2000
Nitya Chaudhry,BTechCSE920,STU920,ENR920,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,raghavtella@example.net,9.18548E+11,Cash,68,71,Non-AC,631710,02/06/2004
Saanvi Gokhale,BTechCSE921,STU921,ENR921,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,kairabatta@example.org,9.19737E+11,RTGS,84,67,AC,166867,13/03/2003
Nehmat Sandal,BTechCSE922,STU922,ENR922,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,dishani08@example.com,9.19323E+11,DD,66,90,Non-AC,638856,02/03/2002
Shray Ahluwalia,BTechCSE923,STU923,ENR923,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,zvarghese@example.com,9.19381E+11,Cheque,73,68,AC,228429,09/03/2006
Arnav Arora,BTechCSE924,STU924,ENR924,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,sheredhanush@example.com,9.18958E+11,RTGS,79,72,AC,709041,12/08/2002
Rhea Dewan,BTechCSE925,STU925,ENR925,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,gghose@example.org,9.18338E+11,UPI,60,90,Non-AC,679344,08/06/2006
Ryan Subramanian,BTechCSE926,STU926,ENR926,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,shray43@example.com,9.17562E+11,DD,67,60,Non-AC,541261,06/12/2005
Anya Grover,BTechCSE927,STU927,ENR927,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,jivin14@example.org,9.17662E+11,UPI,71,83,AC,101568,25/08/2004
Neelofar Raval,BTechCSE928,STU928,ENR928,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,bbatta@example.net,9.19851E+11,Cash,70,84,Non-AC,601985,06/01/2003
Jayant Bhatnagar,BTechCSE929,STU929,ENR929,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,jayaramansara@example.com,9.18316E+11,Cash,77,89,AC,608209,11/10/2005
Jayesh Jaggi,BTechCSE930,STU930,ENR930,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,himmat73@example.org,9.19151E+11,Cash,88,83,AC,535978,03/08/2005
Faiyaz Shan,BTechCSE931,STU931,ENR931,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,bahrimisha@example.com,9.19868E+11,Cash,79,70,AC,677804,10/02/2006
Mehul Jain,BTechCSE932,STU932,ENR932,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,nitaravig@example.net,9.17153E+11,Cheque,78,83,AC,617224,21/12/2000
Shayak Kohli,BTechCSE933,STU933,ENR933,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,qsaini@example.com,9.18485E+11,UPI,74,77,Non-AC,299975,03/08/2004
Eva Hari,BTechCSE934,STU934,ENR934,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,dbatra@example.net,9.18768E+11,UPI,62,84,Non-AC,148462,21/05/2005
Lakshit Banerjee,BTechCSE935,STU935,ENR935,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,zeeshanbhardwaj@example.org,9.18553E+11,UPI,74,76,Non-AC,788690,21/09/2004
Rati Yohannan,BTechCSE936,STU936,ENR936,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,sarkarlagan@example.org,9.17141E+11,RTGS,79,73,Non-AC,727483,15/09/2000
Gokul Ganguly,BTechCSE937,STU937,ENR937,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,manjarichoudhury@example.com,9.18013E+11,RTGS,90,91,Non-AC,360726,18/03/2002
Yuvraj  Tripathi,BTechCSE938,STU938,ENR938,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,zainadash@example.com,9.1706E+11,RTGS,84,90,Non-AC,249032,25/10/2001
Tarini Balasubramanian,BTechCSE939,STU939,ENR939,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,buchtanya@example.com,9.19994E+11,RTGS,84,83,Non-AC,669969,08/09/2004
